Age ,Gender ,MaritalStatus ,Department             ,JobRole                   ,JobLevel ,JobInvolvement ,JobSatisfaction ,MonthlyIncome ,HourlyRate ,DailyRate ,MonthlyRate ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,BusinessTravel    ,DistanceFromHome ,Education ,EducationField   ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,OverTime ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,EmployeeCount ,EmployeeNumber ,Over18 ,StandardHours ,Attrition
 37 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       2 ,             3 ,              1 ,         4284 ,        78 ,      783 ,      13588 ,               16 ,             5 ,                 3 ,                      0 ,                   4 ,Travel_Rarely     ,               7 ,        4 ,Medical          ,                      4 ,                       3 ,              3 ,                 5 ,Yes      ,               22 ,                4 ,               1 ,                    2 ,            1 ,          1885 ,Y      ,           80 ,No
 35 ,Female ,Married       ,Research & Development ,Manufacturing Director    ,       2 ,             2 ,              2 ,         4788 ,        44 ,      219 ,      25388 ,                4 ,             3 ,                 2 ,                      0 ,                   2 ,Travel_Rarely     ,              16 ,        2 ,Other            ,                      4 ,                       4 ,              3 ,                 0 ,Yes      ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1886 ,Y      ,           80 ,No
 45 ,Female ,Married       ,Research & Development ,Manufacturing Director    ,       2 ,             2 ,              4 ,         5906 ,        93 ,      556 ,      23888 ,               10 ,             9 ,                 8 ,                      3 ,                   8 ,Travel_Rarely     ,              25 ,        2 ,Life Sciences    ,                      2 ,                       4 ,              2 ,                 0 ,No       ,               13 ,                3 ,               2 ,                    2 ,            1 ,          1888 ,Y      ,           80 ,No
 36 ,Male   ,Single        ,Human Resources        ,Human Resources           ,       2 ,             2 ,              4 ,         3886 ,        94 ,     1213 ,       4223 ,               10 ,            10 ,                 1 ,                      0 ,                   8 ,Travel_Frequently ,               2 ,        1 ,Human Resources  ,                      2 ,                       4 ,              2 ,                 1 ,No       ,               21 ,                4 ,               0 ,                    2 ,            1 ,          1890 ,Y      ,           80 ,No
 40 ,Male   ,Divorced      ,Research & Development ,Manager                   ,       4 ,             3 ,              1 ,        16823 ,        98 ,     1137 ,      18991 ,               22 ,            19 ,                 7 ,                     11 ,                  16 ,Travel_Rarely     ,               1 ,        4 ,Life Sciences    ,                      1 ,                       1 ,              3 ,                 2 ,No       ,               11 ,                3 ,               1 ,                    3 ,            1 ,          1892 ,Y      ,           80 ,No
 26 ,Female ,Married       ,Research & Development ,Research Scientist        ,       1 ,             2 ,              3 ,         2933 ,        90 ,      482 ,      14908 ,                1 ,             1 ,                 0 ,                      1 ,                   0 ,Travel_Rarely     ,               1 ,        2 ,Life Sciences    ,                      2 ,                       3 ,              2 ,                 1 ,Yes      ,               13 ,                3 ,               1 ,                    3 ,            1 ,          1893 ,Y      ,           80 ,No
 27 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             4 ,              3 ,         6500 ,        89 ,      511 ,      26997 ,                9 ,             8 ,                 7 ,                      0 ,                   7 ,Travel_Rarely     ,               2 ,        2 ,Medical          ,                      1 ,                       2 ,              2 ,                 0 ,No       ,               14 ,                3 ,               0 ,                    5 ,            1 ,          1898 ,Y      ,           80 ,No
 48 ,Female ,Divorced      ,Research & Development ,Manager                   ,       4 ,             3 ,              4 ,        17174 ,        58 ,      117 ,       2437 ,               24 ,            22 ,                17 ,                      4 ,                   7 ,Travel_Frequently ,              22 ,        3 ,Medical          ,                      4 ,                       2 ,              3 ,                 3 ,No       ,               11 ,                3 ,               1 ,                    3 ,            1 ,          1900 ,Y      ,           80 ,No
 44 ,Male   ,Married       ,Research & Development ,Healthcare Representative ,       2 ,             4 ,              1 ,         5033 ,        78 ,      170 ,       9364 ,               10 ,             2 ,                 0 ,                      2 ,                   2 ,Travel_Rarely     ,               1 ,        4 ,Life Sciences    ,                      2 ,                       4 ,              3 ,                 2 ,No       ,               15 ,                3 ,               1 ,                    5 ,            1 ,          1903 ,Y      ,           80 ,No
 34 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             1 ,              1 ,         2307 ,        85 ,      967 ,      14460 ,                5 ,             5 ,                 2 ,                      3 ,                   0 ,Non-Travel        ,              16 ,        4 ,Technical Degree ,                      4 ,                       2 ,              3 ,                 1 ,Yes      ,               23 ,                4 ,               1 ,                    2 ,            1 ,          1905 ,Y      ,           80 ,Yes
 56 ,Male   ,Single        ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              4 ,         2587 ,        97 ,     1162 ,      10261 ,                5 ,             4 ,                 2 ,                      1 ,                   0 ,Travel_Rarely     ,              24 ,        2 ,Life Sciences    ,                      1 ,                       4 ,              3 ,                 1 ,No       ,               16 ,                3 ,               0 ,                    3 ,            1 ,          1907 ,Y      ,           80 ,Yes
 36 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             2 ,              2 ,         5507 ,        33 ,      335 ,      16822 ,               12 ,             4 ,                 2 ,                      1 ,                   3 ,Travel_Rarely     ,              17 ,        2 ,Marketing        ,                      3 ,                       3 ,              1 ,                 2 ,No       ,               16 ,                3 ,               2 ,                    1 ,            1 ,          1908 ,Y      ,           80 ,No
 41 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              2 ,         4393 ,        54 ,      337 ,      26841 ,               14 ,             5 ,                 4 ,                      1 ,                   4 ,Travel_Rarely     ,               8 ,        3 ,Marketing        ,                      3 ,                       3 ,              3 ,                 5 ,No       ,               21 ,                4 ,               1 ,                    3 ,            1 ,          1909 ,Y      ,           80 ,No
 42 ,Male   ,Married       ,Research & Development ,Research Director         ,       3 ,             3 ,              1 ,        13348 ,        83 ,     1396 ,      14842 ,               18 ,            13 ,                 7 ,                      5 ,                   7 ,Travel_Rarely     ,               6 ,        3 ,Medical          ,                      3 ,                       2 ,              4 ,                 9 ,No       ,               13 ,                3 ,               1 ,                    3 ,            1 ,          1911 ,Y      ,           80 ,No
 31 ,Female ,Divorced      ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         6583 ,        86 ,     1079 ,      20115 ,                8 ,             5 ,                 2 ,                      1 ,                   4 ,Travel_Rarely     ,              10 ,        2 ,Medical          ,                      3 ,                       4 ,              3 ,                 2 ,Yes      ,               11 ,                3 ,               1 ,                    2 ,            1 ,          1912 ,Y      ,           80 ,No
 34 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             2 ,              4 ,         8103 ,        75 ,      735 ,      16495 ,                9 ,             4 ,                 2 ,                      0 ,                   1 ,Travel_Rarely     ,               3 ,        1 ,Medical          ,                      4 ,                       3 ,              2 ,                 3 ,Yes      ,               12 ,                3 ,               0 ,                    3 ,            1 ,          1915 ,Y      ,           80 ,No
 31 ,Female ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             4 ,              3 ,         3978 ,        62 ,      471 ,      16031 ,                4 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Rarely     ,               4 ,        3 ,Medical          ,                      1 ,                       2 ,              2 ,                 8 ,No       ,               12 ,                3 ,               1 ,                    0 ,            1 ,          1916 ,Y      ,           80 ,No
 26 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             4 ,              4 ,         2544 ,        61 ,     1096 ,       7102 ,                8 ,             7 ,                 7 ,                      7 ,                   7 ,Travel_Frequently ,               6 ,        3 ,Other            ,                      3 ,                       1 ,              3 ,                 0 ,No       ,               18 ,                3 ,               1 ,                    3 ,            1 ,          1918 ,Y      ,           80 ,No
 45 ,Male   ,Single        ,Research & Development ,Healthcare Representative ,       2 ,             3 ,              3 ,         5399 ,        44 ,     1297 ,      14511 ,               12 ,             4 ,                 2 ,                      0 ,                   3 ,Travel_Frequently ,               1 ,        4 ,Medical          ,                      2 ,                       3 ,              3 ,                 4 ,No       ,               12 ,                3 ,               0 ,                    3 ,            1 ,          1922 ,Y      ,           80 ,No
 33 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         5487 ,        43 ,      217 ,      10410 ,               10 ,            10 ,                 4 ,                      0 ,                   9 ,Travel_Rarely     ,              10 ,        4 ,Marketing        ,                      2 ,                       2 ,              2 ,                 1 ,No       ,               14 ,                3 ,               0 ,                    2 ,            1 ,          1924 ,Y      ,           80 ,No
 28 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             2 ,              4 ,         6834 ,        42 ,      783 ,      19255 ,                7 ,             7 ,                 7 ,                      0 ,                   7 ,Travel_Frequently ,               1 ,        2 ,Life Sciences    ,                      3 ,                       3 ,              3 ,                 1 ,Yes      ,               12 ,                3 ,               1 ,                    2 ,            1 ,          1927 ,Y      ,           80 ,No
 29 ,Male   ,Single        ,Sales                  ,Sales Representative      ,       1 ,             4 ,              1 ,         1091 ,        45 ,      746 ,      10642 ,                1 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Frequently ,              24 ,        3 ,Technical Degree ,                      3 ,                       4 ,              3 ,                 1 ,No       ,               17 ,                3 ,               0 ,                    3 ,            1 ,          1928 ,Y      ,           80 ,Yes
 39 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             1 ,              3 ,         5736 ,        32 ,     1251 ,       3987 ,               10 ,             3 ,                 2 ,                      1 ,                   2 ,Non-Travel        ,              21 ,        4 ,Life Sciences    ,                      1 ,                       3 ,              3 ,                 6 ,No       ,               19 ,                3 ,               1 ,                    1 ,            1 ,          1929 ,Y      ,           80 ,No
 27 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              2 ,         2226 ,        41 ,     1354 ,       6073 ,                6 ,             5 ,                 3 ,                      1 ,                   2 ,Travel_Rarely     ,               2 ,        4 ,Technical Degree ,                      2 ,                       3 ,              2 ,                 1 ,No       ,               11 ,                3 ,               1 ,                    3 ,            1 ,          1931 ,Y      ,           80 ,No
 34 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       2 ,             2 ,              4 ,         5747 ,        86 ,      735 ,      26496 ,               16 ,            15 ,                10 ,                      6 ,                  11 ,Travel_Frequently ,              22 ,        4 ,Other            ,                      3 ,                       2 ,              3 ,                 1 ,Yes      ,               15 ,                3 ,               0 ,                    3 ,            1 ,          1932 ,Y      ,           80 ,No
 28 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         9854 ,        84 ,     1475 ,      23352 ,                6 ,             2 ,                 0 ,                      2 ,                   2 ,Travel_Rarely     ,              13 ,        2 ,Marketing        ,                      4 ,                       4 ,              3 ,                 3 ,Yes      ,               11 ,                3 ,               0 ,                    0 ,            1 ,          1933 ,Y      ,           80 ,Yes
 47 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       2 ,             3 ,              2 ,         5467 ,        64 ,     1169 ,       2125 ,               16 ,             8 ,                 7 ,                      1 ,                   7 ,Non-Travel        ,              14 ,        4 ,Technical Degree ,                      3 ,                       3 ,              4 ,                 8 ,No       ,               18 ,                3 ,               1 ,                    4 ,            1 ,          1934 ,Y      ,           80 ,No
 56 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             2 ,              1 ,         5380 ,        89 ,     1443 ,      20328 ,                6 ,             0 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,              11 ,        5 ,Marketing        ,                      4 ,                       3 ,              3 ,                 4 ,No       ,               16 ,                3 ,               1 ,                    3 ,            1 ,          1935 ,Y      ,           80 ,No
 39 ,Male   ,Married       ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              1 ,         5151 ,        87 ,      867 ,      12315 ,               10 ,            10 ,                 0 ,                      7 ,                   9 ,Travel_Rarely     ,               9 ,        2 ,Medical          ,                      1 ,                       4 ,              3 ,                 1 ,No       ,               25 ,                4 ,               1 ,                    3 ,            1 ,          1936 ,Y      ,           80 ,No
 38 ,Female ,Divorced      ,Research & Development ,Research Scientist        ,       2 ,             2 ,              2 ,         2133 ,        58 ,     1394 ,      18115 ,               20 ,            20 ,                11 ,                      0 ,                   7 ,Travel_Frequently ,               8 ,        3 ,Medical          ,                      4 ,                       3 ,              3 ,                 1 ,Yes      ,               16 ,                3 ,               1 ,                    3 ,            1 ,          1937 ,Y      ,           80 ,No
 58 ,Female ,Married       ,Sales                  ,Manager                   ,       4 ,             3 ,              4 ,        17875 ,        72 ,      605 ,      11761 ,               29 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,              21 ,        3 ,Life Sciences    ,                      4 ,                       3 ,              2 ,                 4 ,Yes      ,               13 ,                3 ,               1 ,                    2 ,            1 ,          1938 ,Y      ,           80 ,No
 32 ,Female ,Single        ,Research & Development ,Research Scientist        ,       1 ,             4 ,              3 ,         2432 ,        47 ,      238 ,      15318 ,                8 ,             4 ,                 1 ,                      0 ,                   3 ,Travel_Frequently ,               5 ,        2 ,Life Sciences    ,                      1 ,                       1 ,              3 ,                 3 ,Yes      ,               14 ,                3 ,               0 ,                    2 ,            1 ,          1939 ,Y      ,           80 ,Yes
 38 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       1 ,             3 ,              4 ,         4771 ,        71 ,     1206 ,      14293 ,               10 ,             5 ,                 2 ,                      0 ,                   3 ,Travel_Rarely     ,               9 ,        2 ,Life Sciences    ,                      2 ,                       4 ,              4 ,                 2 ,No       ,               19 ,                3 ,               2 ,                    0 ,            1 ,          1940 ,Y      ,           80 ,No
 49 ,Male   ,Married       ,Research & Development ,Research Director         ,       5 ,             3 ,              4 ,        19161 ,        42 ,     1064 ,      13738 ,               28 ,             5 ,                 4 ,                      4 ,                   3 ,Travel_Frequently ,               2 ,        1 ,Life Sciences    ,                      2 ,                       4 ,              3 ,                 3 ,No       ,               15 ,                3 ,               0 ,                    3 ,            1 ,          1941 ,Y      ,           80 ,No
 42 ,Male   ,Divorced      ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         5087 ,        77 ,      419 ,       2900 ,               14 ,             0 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,              12 ,        4 ,Marketing        ,                      2 ,                       3 ,              3 ,                 3 ,Yes      ,               12 ,                3 ,               2 ,                    4 ,            1 ,          1943 ,Y      ,           80 ,No
 27 ,Female ,Married       ,Human Resources        ,Human Resources           ,       1 ,             2 ,              2 ,         2863 ,        58 ,     1337 ,      19555 ,                1 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Frequently ,              22 ,        3 ,Human Resources  ,                      1 ,                       1 ,              3 ,                 1 ,No       ,               12 ,                3 ,               0 ,                    2 ,            1 ,          1944 ,Y      ,           80 ,Yes
 35 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              1 ,         5561 ,        71 ,      682 ,      15975 ,                6 ,             5 ,                 3 ,                      0 ,                   4 ,Travel_Rarely     ,              18 ,        4 ,Medical          ,                      2 ,                       4 ,              1 ,                 0 ,No       ,               16 ,                3 ,               1 ,                    2 ,            1 ,          1945 ,Y      ,           80 ,No
 28 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              3 ,         2144 ,        49 ,     1103 ,       2122 ,                5 ,             5 ,                 3 ,                      1 ,                   4 ,Non-Travel        ,              16 ,        3 ,Medical          ,                      3 ,                       3 ,              2 ,                 1 ,No       ,               14 ,                3 ,               0 ,                    3 ,            1 ,          1947 ,Y      ,           80 ,No
 31 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       1 ,             3 ,              1 ,         3065 ,        48 ,      976 ,       3995 ,                4 ,             4 ,                 2 ,                      2 ,                   3 ,Non-Travel        ,               3 ,        2 ,Medical          ,                      3 ,                       4 ,              4 ,                 1 ,Yes      ,               13 ,                3 ,               1 ,                    3 ,            1 ,          1948 ,Y      ,           80 ,No
 36 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             4 ,              2 ,         2810 ,        66 ,     1351 ,       9238 ,                5 ,             5 ,                 4 ,                      0 ,                   2 ,Non-Travel        ,               9 ,        4 ,Life Sciences    ,                      1 ,                       2 ,              3 ,                 1 ,No       ,               22 ,                4 ,               0 ,                    3 ,            1 ,          1949 ,Y      ,           80 ,No
 34 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       3 ,             3 ,              4 ,         9888 ,        32 ,      937 ,       6770 ,               14 ,            14 ,                 8 ,                      2 ,                   1 ,Travel_Rarely     ,               1 ,        3 ,Marketing        ,                      1 ,                       1 ,              2 ,                 1 ,No       ,               21 ,                4 ,               0 ,                    3 ,            1 ,          1950 ,Y      ,           80 ,No
 34 ,Male   ,Divorced      ,Sales                  ,Sales Executive           ,       3 ,             3 ,              3 ,         8628 ,        39 ,     1239 ,      22914 ,                9 ,             8 ,                 7 ,                      1 ,                   1 ,Travel_Rarely     ,              13 ,        4 ,Medical          ,                      4 ,                       3 ,              2 ,                 1 ,No       ,               18 ,                3 ,               1 ,                    2 ,            1 ,          1951 ,Y      ,           80 ,No
 26 ,Male   ,Single        ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              1 ,         2867 ,        95 ,      157 ,      20006 ,                8 ,             7 ,                 7 ,                      7 ,                   6 ,Travel_Rarely     ,               1 ,        3 ,Medical          ,                      3 ,                       4 ,              2 ,                 0 ,No       ,               13 ,                3 ,               0 ,                    6 ,            1 ,          1952 ,Y      ,           80 ,No
 29 ,Male   ,Married       ,Research & Development ,Healthcare Representative ,       2 ,             3 ,              1 ,         5373 ,        89 ,      136 ,       6225 ,                6 ,             5 ,                 3 ,                      0 ,                   2 ,Travel_Rarely     ,               1 ,        3 ,Life Sciences    ,                      1 ,                       1 ,              2 ,                 0 ,No       ,               12 ,                3 ,               1 ,                    5 ,            1 ,          1954 ,Y      ,           80 ,No
 32 ,Female ,Divorced      ,Research & Development ,Healthcare Representative ,       2 ,             3 ,              4 ,         6667 ,        34 ,     1146 ,      16542 ,                9 ,             5 ,                 1 ,                      1 ,                   2 ,Non-Travel        ,              15 ,        4 ,Medical          ,                      3 ,                       2 ,              3 ,                 5 ,No       ,               18 ,                3 ,               1 ,                    6 ,            1 ,          1955 ,Y      ,           80 ,No
 31 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       2 ,             1 ,              1 ,         5003 ,        48 ,     1125 ,       5771 ,               10 ,            10 ,                 8 ,                      8 ,                   7 ,Travel_Frequently ,               1 ,        3 ,Life Sciences    ,                      4 ,                       2 ,              3 ,                 1 ,No       ,               21 ,                4 ,               0 ,                    6 ,            1 ,          1956 ,Y      ,           80 ,No
 28 ,Male   ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             2 ,              4 ,         2367 ,        32 ,     1404 ,      18779 ,                6 ,             4 ,                 1 ,                      0 ,                   3 ,Travel_Rarely     ,              17 ,        3 ,Technical Degree ,                      3 ,                       1 ,              2 ,                 5 ,No       ,               12 ,                3 ,               1 ,                    2 ,            1 ,          1960 ,Y      ,           80 ,Yes
 38 ,Male   ,Single        ,Sales                  ,Sales Representative      ,       1 ,             2 ,              1 ,         2858 ,        59 ,     1404 ,      11473 ,               20 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               1 ,        3 ,Life Sciences    ,                      1 ,                       1 ,              2 ,                 4 ,No       ,               14 ,                3 ,               0 ,                    3 ,            1 ,          1961 ,Y      ,           80 ,No
 35 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         5204 ,        55 ,     1224 ,      13586 ,               10 ,            10 ,                 8 ,                      0 ,                   9 ,Travel_Rarely     ,               7 ,        4 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 1 ,Yes      ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1962 ,Y      ,           80 ,No
 27 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         4105 ,        44 ,      954 ,       5099 ,                7 ,             7 ,                 7 ,                      0 ,                   7 ,Travel_Rarely     ,               9 ,        3 ,Marketing        ,                      4 ,                       1 ,              3 ,                 1 ,No       ,               14 ,                3 ,               0 ,                    5 ,            1 ,          1965 ,Y      ,           80 ,No
 32 ,Male   ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             2 ,              4 ,         9679 ,        56 ,     1373 ,      10138 ,                8 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               5 ,        4 ,Life Sciences    ,                      4 ,                       2 ,              3 ,                 8 ,No       ,               24 ,                4 ,               0 ,                    1 ,            1 ,          1966 ,Y      ,           80 ,No
 31 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              4 ,         5617 ,        63 ,      754 ,      21075 ,               10 ,            10 ,                 7 ,                      0 ,                   8 ,Travel_Frequently ,              26 ,        4 ,Marketing        ,                      1 ,                       3 ,              3 ,                 1 ,Yes      ,               11 ,                3 ,               0 ,                    4 ,            1 ,          1967 ,Y      ,           80 ,Yes
 53 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       3 ,             3 ,              1 ,        10448 ,        66 ,     1168 ,       5843 ,               15 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Rarely     ,              24 ,        4 ,Life Sciences    ,                      1 ,                       2 ,              2 ,                 6 ,Yes      ,               13 ,                3 ,               0 ,                    2 ,            1 ,          1968 ,Y      ,           80 ,Yes
 54 ,Female ,Married       ,Research & Development ,Research Scientist        ,       2 ,             3 ,              3 ,         2897 ,        67 ,      155 ,      22474 ,                9 ,             4 ,                 3 ,                      2 ,                   3 ,Travel_Rarely     ,               9 ,        2 ,Life Sciences    ,                      1 ,                       3 ,              2 ,                 3 ,No       ,               11 ,                3 ,               2 ,                    6 ,            1 ,          1969 ,Y      ,           80 ,No
 33 ,Male   ,Divorced      ,Research & Development ,Healthcare Representative ,       2 ,             3 ,              3 ,         5968 ,        36 ,     1303 ,      18079 ,                9 ,             9 ,                 7 ,                      2 ,                   8 ,Travel_Frequently ,               7 ,        2 ,Life Sciences    ,                      4 ,                       3 ,              3 ,                 1 ,No       ,               20 ,                4 ,               3 ,                    2 ,            1 ,          1970 ,Y      ,           80 ,No
 43 ,Male   ,Married       ,Research & Development ,Healthcare Representative ,       3 ,             3 ,              3 ,         7510 ,        30 ,      574 ,      16873 ,               10 ,            10 ,                 9 ,                      0 ,                   9 ,Travel_Rarely     ,              11 ,        3 ,Life Sciences    ,                      1 ,                       2 ,              3 ,                 1 ,No       ,               17 ,                3 ,               1 ,                    1 ,            1 ,          1971 ,Y      ,           80 ,No
 38 ,Male   ,Married       ,Human Resources        ,Human Resources           ,       1 ,             3 ,              2 ,         2991 ,        88 ,     1444 ,       5224 ,                7 ,             6 ,                 2 ,                      1 ,                   2 ,Travel_Frequently ,               1 ,        4 ,Other            ,                      4 ,                       2 ,              3 ,                 0 ,Yes      ,               11 ,                3 ,               1 ,                    2 ,            1 ,          1972 ,Y      ,           80 ,No
 55 ,Male   ,Married       ,Human Resources        ,Manager                   ,       5 ,             4 ,              2 ,        19636 ,        71 ,      189 ,      25811 ,               35 ,            10 ,                 9 ,                      1 ,                   4 ,Travel_Rarely     ,              26 ,        4 ,Human Resources  ,                      3 ,                       1 ,              3 ,                 4 ,Yes      ,               18 ,                3 ,               1 ,                    0 ,            1 ,          1973 ,Y      ,           80 ,No
 31 ,Female ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             1 ,              4 ,         1129 ,        59 ,     1276 ,      17536 ,                1 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               2 ,        1 ,Medical          ,                      4 ,                       3 ,              3 ,                 1 ,Yes      ,               11 ,                3 ,               3 ,                    4 ,            1 ,          1974 ,Y      ,           80 ,No
 39 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       4 ,             3 ,              1 ,        13341 ,        77 ,      119 ,      25098 ,               21 ,            20 ,                 8 ,                     11 ,                  10 ,Travel_Rarely     ,              15 ,        4 ,Marketing        ,                      2 ,                       1 ,              3 ,                 0 ,No       ,               12 ,                3 ,               0 ,                    3 ,            1 ,          1975 ,Y      ,           80 ,No
 42 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       2 ,             2 ,              3 ,         4332 ,        37 ,      335 ,      14811 ,               20 ,            20 ,                 9 ,                      3 ,                   7 ,Non-Travel        ,              23 ,        2 ,Life Sciences    ,                      4 ,                       4 ,              3 ,                 1 ,No       ,               12 ,                3 ,               0 ,                    2 ,            1 ,          1976 ,Y      ,           80 ,No
 31 ,Female ,Married       ,Research & Development ,Research Director         ,       3 ,             3 ,              3 ,        11031 ,        40 ,      697 ,      26862 ,               13 ,            11 ,                 7 ,                      4 ,                   8 ,Non-Travel        ,              10 ,        3 ,Medical          ,                      3 ,                       3 ,              4 ,                 4 ,No       ,               20 ,                4 ,               1 ,                    2 ,            1 ,          1979 ,Y      ,           80 ,No
 54 ,Female ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              1 ,         4440 ,        77 ,      157 ,      25198 ,                9 ,             5 ,                 2 ,                      1 ,                   4 ,Travel_Rarely     ,              10 ,        3 ,Medical          ,                      3 ,                       4 ,              3 ,                 6 ,Yes      ,               19 ,                3 ,               0 ,                    3 ,            1 ,          1980 ,Y      ,           80 ,No
 24 ,Male   ,Single        ,Research & Development ,Healthcare Representative ,       2 ,             2 ,              3 ,         4617 ,        45 ,      771 ,      14120 ,                4 ,             4 ,                 3 ,                      1 ,                   2 ,Travel_Rarely     ,               1 ,        2 ,Life Sciences    ,                      2 ,                       2 ,              2 ,                 1 ,No       ,               12 ,                3 ,               0 ,                    2 ,            1 ,          1981 ,Y      ,           80 ,No
 23 ,Male   ,Single        ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              4 ,         2647 ,        78 ,      571 ,      13672 ,                5 ,             5 ,                 2 ,                      1 ,                   4 ,Travel_Rarely     ,              12 ,        2 ,Other            ,                      4 ,                       3 ,              4 ,                 1 ,No       ,               13 ,                3 ,               0 ,                    6 ,            1 ,          1982 ,Y      ,           80 ,No
 40 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       2 ,             3 ,              3 ,         6323 ,        73 ,      692 ,      26849 ,               10 ,            10 ,                 9 ,                      9 ,                   4 ,Travel_Frequently ,              11 ,        3 ,Technical Degree ,                      4 ,                       1 ,              4 ,                 1 ,No       ,               11 ,                3 ,               1 ,                    2 ,            1 ,          1985 ,Y      ,           80 ,No
 40 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              2 ,         5677 ,        92 ,      444 ,       4258 ,               15 ,            11 ,                 8 ,                      5 ,                  10 ,Travel_Rarely     ,               2 ,        2 ,Marketing        ,                      2 ,                       3 ,              3 ,                 3 ,No       ,               14 ,                3 ,               1 ,                    4 ,            1 ,          1986 ,Y      ,           80 ,No
 25 ,Female ,Married       ,Human Resources        ,Human Resources           ,       1 ,             3 ,              2 ,         2187 ,        82 ,      309 ,      19655 ,                6 ,             2 ,                 0 ,                      1 ,                   2 ,Travel_Rarely     ,               2 ,        3 ,Human Resources  ,                      3 ,                       3 ,              3 ,                 4 ,No       ,               14 ,                3 ,               0 ,                    3 ,            1 ,          1987 ,Y      ,           80 ,No
 30 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              2 ,         3748 ,        76 ,      911 ,       4077 ,               12 ,            12 ,                 8 ,                      1 ,                   7 ,Travel_Rarely     ,               1 ,        2 ,Medical          ,                      4 ,                       3 ,              2 ,                 1 ,No       ,               13 ,                3 ,               0 ,                    6 ,            1 ,          1989 ,Y      ,           80 ,No
